ExterQual,BsmtQual,BsmtExposure,KitchenQual,GarageFinish,Neighborhood,HouseStyle,Foundation,GarageType,OverallQual,YearBuilt,MasVnrArea,GrLivArea,TotRmsAbvGrd,Fireplaces,GarageArea,TotalSF,TotalBath,SalePrice
Gd,Gd,No,TA,RFn,Gilbert,2Story,PConc,Attchd,6,1993,0.0,1571,7,1,380,2370,2.5,178000
TA,TA,Gd,TA,RFn,NAmes,2Story,CBlock,Attchd,6,1964,360.0,1611,7,0,442,2391,2.5,167900
TA,Gd,No,TA,Fin,MeadowV,2Story,CBlock,Attchd,6,1973,0.0,2521,10,1,576,3463,3.5,151400
TA,TA,No,Gd,Unf,NAmes,1.5Unf,CBlock,Detchd,5,1949,0.0,893,4,0,576,1738,1.5,135000
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Attchd,5,1956,120.0,1048,6,0,286,2096,2.0,135000
TA,TA,No,TA,Unf,NWAmes,2Story,CBlock,Attchd,6,1968,0.0,1556,8,0,441,2283,1.5,154000
TA,Fa,Mn,TA,Unf,Edwards,1.5Fin,CBlock,Detchd,5,1948,0.0,1456,7,1,280,2266,2.5,91500
TA,TA,No,TA,Fin,Edwards,2Story,CBlock,Attchd,6,1977,140.0,1426,6,0,440,2116,1.5,159500
Gd,Gd,Av,Gd,RFn,CollgCr,1Story,PConc,Attchd,7,2006,0.0,1240,5,0,826,2480,2.0,194000
TA,TA,No,TA,Unf,Crawfor,2Story,CBlock,Attchd,7,1940,0.0,1740,6,2,240,2540,1.5,219500
TA,Fa,No,Gd,Unf,OldTown,1.5Fin,CBlock,Attchd,5,1936,0.0,1466,7,1,566,2262,2.5,170000
TA,TA,Mn,TA,Fin,NAmes,1Story,CBlock,Attchd,5,1969,0.0,1096,6,0,299,2192,2.0,138800
Gd,Gd,Mn,Gd,RFn,CollgCr,1Story,PConc,Attchd,6,2004,169.0,848,3,1,420,1696,2.0,155900
TA,Gd,No,TA,Unf,CollgCr,1Story,PConc,Attchd,5,1994,0.0,990,5,0,299,1980,1.0,126000
Gd,TA,No,Gd,RFn,NWAmes,1Story,CBlock,Attchd,6,1971,144.0,1258,5,0,528,2516,2.5,145000
TA,TA,No,TA,Fin,Sawyer,1Story,CBlock,Attchd,5,1963,0.0,1040,5,0,308,2080,2.5,133000
Gd,Gd,No,Gd,RFn,CollgCr,1Story,PConc,Attchd,7,2002,100.0,1459,6,1,527,2918,2.0,192000
TA,TA,No,TA,RFn,NAmes,1Story,CBlock,Attchd,6,1964,425.0,1251,6,2,461,2502,2.0,160000
TA,Gd,No,TA,Fin,Gilbert,2Story,PConc,Attchd,6,1995,0.0,1498,6,1,409,2189,2.5,187500
TA,Gd,Av,Gd,Unf,SawyerW,SFoyer,PConc,Attchd,6,1992,0.0,996,5,0,564,1932,2.0,147000
TA,TA,No,TA,RFn,MeadowV,2Story,CBlock,Attchd,4,1973,0.0,1092,6,0,286,1638,1.5,83500
Gd,Gd,Mn,Gd,RFn,Somerst,2Story,PConc,Attchd,8,2005,0.0,1953,9,1,1043,3035,2.5,252000
Gd,Gd,No,Gd,Unf,Edwards,2Story,PConc,Detchd,7,2004,50.0,1709,7,0,380,2679,2.0,137500
Gd,Gd,No,Gd,Fin,Somerst,1Story,PConc,Attchd,8,2005,0.0,1247,4,1,550,2494,2.5,197000
TA,NoBas,NoBas,TA,Unf,NAmes,1Story,Slab,Detchd,3,1950,0.0,1040,6,0,400,1040,2.0,92900
Gd,Gd,No,Gd,Unf,Somerst,2Story,PConc,Detchd,7,1999,212.0,1252,4,0,462,1852,3.5,160000
TA,TA,No,TA,Unf,SWISU,1.5Fin,PConc,Detchd,6,1925,0.0,1694,7,1,576,2875,2.0,136500
TA,TA,Mn,Gd,Unf,NAmes,1Story,CBlock,Detchd,5,1965,166.0,1200,6,0,884,2064,2.5,146000
TA,TA,No,TA,Fin,NAmes,1Story,CBlock,Attchd,5,1956,0.0,936,4,0,308,1872,2.0,129000
Gd,Gd,No,Gd,RFn,CollgCr,1Story,PConc,Attchd,6,2006,0.0,1314,6,1,440,2628,2.0,176432
TA,TA,No,Gd,NoGar,IDOTRR,2Story,PConc,NoGar,6,1914,0.0,1355,7,0,0,2039,1.5,127000
Gd,Gd,No,Gd,RFn,StoneBr,1Story,CBlock,Attchd,8,1986,0.0,1088,5,0,461,2162,1.5,170000
TA,TA,No,TA,Unf,BrkSide,1.5Fin,BrkTil,Detchd,4,1936,0.0,1324,6,0,240,1996,1.0,128000
TA,Gd,No,TA,RFn,NWAmes,1Story,CBlock,Attchd,7,1978,206.0,1601,7,1,478,2872,2.0,157000
TA,TA,No,Fa,Unf,SWISU,1Story,CBlock,Detchd,2,1920,0.0,438,3,0,246,728,1.0,60000
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Detchd,5,1971,0.0,950,5,0,280,1900,1.0,119500
TA,TA,No,TA,RFn,NAmes,1Story,CBlock,Attchd,5,1960,45.0,1134,6,0,254,2144,1.0,135000
TA,TA,Mn,TA,Fin,NAmes,1Story,CBlock,BuiltIn,6,1959,0.0,1194,6,1,539,1849,1.5,159500
TA,TA,No,TA,Unf,BrDale,2Story,CBlock,Detchd,5,1970,304.0,1302,6,0,440,1932,2.5,106000
Gd,Ex,Av,Gd,RFn,NoRidge,2Story,PConc,Attchd,8,1994,362.0,2622,9,2,712,4085,3.5,325000
Gd,Gd,Mn,Gd,Fin,SawyerW,1Story,PConc,Attchd,7,1990,0.0,1442,6,1,719,2352,3.0,179900
Gd,Ex,No,Gd,RFn,Gilbert,2Story,PConc,BuiltIn,7,2006,0.0,2021,9,1,422,2889,2.5,274725
TA,Gd,No,TA,RFn,Gilbert,2Story,PConc,Attchd,6,2000,0.0,1690,7,1,463,2614,2.5,181000
Gd,Ex,Mn,Gd,Fin,NridgHt,1Story,PConc,Attchd,8,2004,42.0,1836,7,1,862,3672,3.0,280000
TA,Gd,No,TA,Fin,Gilbert,2Story,PConc,Attchd,6,1995,0.0,1658,8,1,431,2431,3.5,188000
TA,TA,No,TA,RFn,NWAmes,2Story,CBlock,Attchd,7,1976,660.0,1964,8,1,483,2767,2.5,205000
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Detchd,5,1957,0.0,816,5,0,308,1632,2.0,129900
TA,TA,No,Gd,Unf,NAmes,1Story,CBlock,Attchd,5,1953,0.0,1008,6,0,240,2016,2.0,134500
TA,TA,No,Gd,Unf,OldTown,1Story,CBlock,Detchd,5,1954,0.0,833,4,0,326,1666,1.0,117000
Gd,Ex,No,Ex,RFn,NridgHt,1Story,PConc,Attchd,8,2007,328.0,1734,7,1,928,3468,3.0,318000
Gd,Gd,No,Gd,Fin,Gilbert,SLvl,PConc,BuiltIn,8,2002,0.0,1419,7,1,527,1827,3.5,184100
TA,TA,No,Gd,RFn,Sawyer,1Story,CBlock,Attchd,5,1967,0.0,894,5,0,450,1788,2.0,130000
TA,TA,No,TA,RFn,Sawyer,SLvl,CBlock,BuiltIn,5,1958,0.0,1601,6,0,300,2134,1.5,140000
TA,TA,No,TA,RFn,NAmes,1Story,CBlock,Attchd,5,1959,0.0,1040,6,0,286,2080,1.0,133700
TA,TA,No,TA,Unf,IDOTRR,1Story,BrkTil,Detchd,6,1920,0.0,1012,6,1,308,2024,1.0,118400
Gd,Gd,Av,Gd,RFn,CollgCr,1Story,PConc,Attchd,7,2005,196.0,1552,7,0,782,3104,2.0,212900
TA,TA,No,TA,Unf,Edwards,1Story,CBlock,Basment,4,1956,0.0,960,5,0,288,1632,1.0,112000
TA,TA,No,TA,NoGar,Edwards,1Story,CBlock,NoGar,5,1947,0.0,698,4,0,0,1396,1.5,118000
TA,Gd,No,Gd,Fin,Gilbert,SLvl,PConc,Attchd,7,1992,170.0,1482,7,1,392,1866,2.5,163900
TA,TA,No,Fa,Unf,NAmes,1Story,CBlock,Detchd,4,1955,0.0,1005,5,1,672,2010,1.0,115000
Gd,Gd,No,Gd,Fin,Blmngtn,1Story,PConc,Attchd,7,2007,130.0,1555,7,1,660,2928,2.0,174000
Gd,Gd,Av,Gd,Fin,Gilbert,1Story,PConc,Attchd,7,2004,0.0,1530,7,1,630,3060,3.0,259000
Gd,Gd,Av,Gd,Fin,Gilbert,2Story,PConc,BuiltIn,7,2004,0.0,1959,8,1,434,2806,2.5,215000
TA,Gd,Gd,TA,Unf,OldTown,SFoyer,CBlock,Detchd,5,1980,180.0,936,4,0,672,1872,2.0,140000
TA,TA,No,Gd,Unf,SWISU,1.5Fin,BrkTil,Detchd,4,1928,0.0,1981,7,2,576,3103,3.0,135000
TA,Gd,Mn,TA,NoGar,Mitchel,1Story,PConc,NoGar,5,1991,0.0,974,5,0,0,1948,1.0,93500
TA,TA,Mn,Fa,Unf,OldTown,2Story,BrkTil,Detchd,6,1880,0.0,2210,8,0,205,3218,2.0,117500
Gd,Gd,No,Gd,RFn,SawyerW,2Story,PConc,Attchd,8,1995,0.0,2020,8,1,466,3148,2.5,239500
TA,Gd,Av,TA,Fin,Gilbert,2Story,PConc,Attchd,6,1997,0.0,1600,7,1,460,2516,2.5,169000
TA,TA,No,TA,Unf,BrkSide,1Story,BrkTil,Detchd,6,1926,0.0,986,5,1,180,1946,1.0,102000
TA,TA,No,TA,Unf,NAmes,1.5Fin,CBlock,Attchd,6,1950,0.0,1252,6,0,288,2284,1.0,119000
TA,TA,No,TA,NoGar,Sawyer,1.5Fin,CBlock,NoGar,5,1875,0.0,1020,6,0,0,1800,1.0,94000
TA,TA,Gd,Gd,RFn,Mitchel,1Story,PConc,Attchd,6,1977,0.0,1567,5,2,714,3134,3.0,196000
TA,TA,No,TA,Unf,BrkSide,1Story,BrkTil,Detchd,5,1920,0.0,1167,6,1,495,2082,1.0,144000
TA,TA,Mn,TA,Unf,NAmes,1Story,CBlock,Detchd,5,1951,0.0,952,4,0,840,1904,2.0,139000
TA,TA,No,Gd,Unf,NWAmes,2Story,CBlock,Attchd,5,1976,44.0,1868,9,1,484,2648,3.5,197500
Gd,Ex,Gd,Gd,RFn,CollgCr,2Story,PConc,BuiltIn,8,2006,340.0,2828,11,1,1052,4294,4.0,424870
TA,TA,No,TA,NoGar,Sawyer,1Story,CBlock,NoGar,5,1959,0.0,1006,5,0,0,2012,1.0,80000
TA,Gd,No,Fa,Unf,Edwards,1.5Fin,BrkTil,Detchd,4,1941,0.0,924,5,0,280,1596,2.0,80000
TA,TA,No,TA,Unf,BrkSide,1.5Fin,BrkTil,Detchd,5,1928,0.0,1576,8,1,225,2618,1.0,149000
Gd,Gd,No,Gd,Unf,SawyerW,1Story,CBlock,Attchd,6,1985,85.0,1298,5,1,403,2596,3.0,180000
TA,TA,No,Fa,Unf,Crawfor,2Story,CBlock,Attchd,7,1941,0.0,1564,7,1,234,2268,1.5,174500
TA,TA,No,TA,Unf,OldTown,1.5Fin,PConc,Detchd,7,1926,0.0,1111,5,1,288,1683,1.0,116900
TA,TA,No,TA,Unf,OldTown,2Story,PConc,Detchd,7,1920,0.0,1482,7,0,324,2132,1.5,143000
TA,TA,No,Gd,Unf,NAmes,1Story,CBlock,Attchd,6,1950,0.0,932,4,1,306,1864,1.0,124000
TA,TA,No,Fa,Fin,Edwards,1Story,CBlock,Attchd,5,1959,132.0,1466,6,2,528,2932,1.5,149900
TA,TA,No,Ex,Fin,Crawfor,1Story,PConc,Attchd,6,1956,0.0,1811,6,1,470,2884,1.0,230000
Gd,TA,Av,TA,Unf,IDOTRR,1Story,BrkTil,Detchd,6,1930,0.0,816,5,0,432,1632,1.0,120500
TA,TA,Gd,Gd,Unf,NAmes,2Story,CBlock,Attchd,7,1965,288.0,1820,8,2,492,2684,2.0,201800
Gd,Gd,Gd,Gd,RFn,Veenker,1Story,CBlock,Attchd,5,1976,0.0,1437,6,1,528,2874,3.0,218000
TA,TA,Gd,Gd,RFn,NAmes,SLvl,PConc,Attchd,5,1965,0.0,1265,6,1,502,2484,2.5,179900
Gd,Gd,No,Gd,RFn,NridgHt,1Story,PConc,Attchd,7,2007,166.0,1314,6,1,626,2628,3.0,230000
Gd,Gd,No,Gd,RFn,Somerst,1Story,PConc,Attchd,8,2007,186.0,1580,7,0,830,3160,2.0,235128
Gd,TA,No,Gd,RFn,NWAmes,2Story,CBlock,Attchd,6,1974,270.0,1876,8,1,540,2777,2.5,185000
TA,Gd,No,TA,Unf,NPkVill,2Story,CBlock,Attchd,6,1978,0.0,1456,7,1,440,2311,2.5,146000
Gd,TA,No,Gd,Unf,Crawfor,1Story,CBlock,Detchd,6,1954,72.0,1640,7,1,924,2936,2.0,224000
TA,Gd,No,TA,Fin,Sawyer,1Story,CBlock,Attchd,5,1968,0.0,894,5,1,450,1788,1.0,129000
TA,Gd,Av,TA,Unf,Sawyer,SFoyer,CBlock,CarPort,4,1969,0.0,1258,6,0,400,2456,3.0,108959
TA,Gd,Gd,Gd,Unf,Veenker,SLvl,PConc,Attchd,5,1978,0.0,1432,5,1,588,2792,2.5,194000
Gd,Gd,No,Gd,RFn,NridgHt,1Story,PConc,Attchd,7,2009,268.0,1502,7,0,644,3004,2.0,233170
Gd,Gd,Av,Gd,RFn,CollgCr,1Story,PConc,Attchd,8,2008,72.0,1694,7,0,776,3388,2.0,245350
TA,Gd,No,TA,Fin,Gilbert,2Story,PConc,Attchd,6,2000,0.0,1671,7,1,472,2630,3.5,173000
TA,TA,No,Gd,Unf,Edwards,2Story,CBlock,Basment,6,1935,0.0,2108,7,2,540,3235,2.0,235000
Gd,Ex,Gd,Gd,Fin,NoRidge,2Story,PConc,Attchd,10,1995,1378.0,3627,10,1,807,5557,4.5,625000
TA,TA,Av,TA,Fin,Mitchel,SLvl,CBlock,Attchd,6,1977,0.0,1118,6,1,358,2214,2.0,171000
TA,TA,No,TA,RFn,NAmes,1Story,CBlock,Attchd,6,1958,0.0,1261,6,1,433,2522,2.0,163000
Gd,Gd,No,Gd,Fin,Somerst,2Story,PConc,Detchd,7,2006,0.0,1250,5,0,625,1875,2.5,171900
TA,TA,No,Ex,NoGar,ClearCr,1.5Fin,CBlock,NoGar,5,1946,0.0,3086,12,1,0,4205,3.0,200500
TA,Gd,No,TA,Unf,Crawfor,2Story,BrkTil,Detchd,6,1932,0.0,2345,9,1,360,3297,2.5,239000
Gd,Gd,No,Gd,Fin,NoRidge,1.5Fin,PConc,Attchd,8,1992,337.0,2872,9,1,541,4555,2.5,285000
TA,TA,No,TA,Unf,Mitchel,1Story,CBlock,Attchd,5,1984,0.0,923,5,0,264,1799,2.0,119500
TA,TA,No,TA,Unf,OldTown,1.5Fin,CBlock,Detchd,6,1926,0.0,1224,5,0,210,2042,1.0,115000
TA,TA,No,TA,Unf,Crawfor,1.5Fin,BrkTil,Detchd,5,1921,0.0,1343,7,1,186,2074,1.5,154900
TA,NoBas,NoBas,TA,NoGar,Edwards,1Story,Slab,NoGar,5,1954,0.0,1124,5,1,0,1124,1.0,93000
TA,Gd,No,TA,Fin,Timber,2Story,Wood,Attchd,7,1990,0.0,2514,8,0,693,3730,2.5,250000
Ex,Ex,Gd,Gd,Fin,Crawfor,1Story,PConc,Attchd,8,2008,186.0,1652,5,1,482,3252,3.5,392500
Gd,Ex,Av,Ex,Fin,NoRidge,2Story,PConc,Attchd,10,1996,0.0,4476,10,2,813,6872,4.5,745000
TA,TA,No,TA,Unf,OldTown,1Story,BrkTil,Detchd,5,1920,0.0,1130,5,1,720,2250,2.0,120000
TA,TA,Gd,TA,RFn,Timber,1Story,CBlock,2Types,5,1963,226.0,1572,5,2,995,3144,2.5,186700
TA,TA,No,TA,Unf,Edwards,1.5Fin,BrkTil,Attchd,5,1924,0.0,1221,7,0,392,2005,2.0,104900
TA,Fa,Mn,TA,Unf,OldTown,2Story,CBlock,CarPort,3,1900,0.0,1699,7,0,420,2677,3.0,95000
Gd,Gd,No,Gd,RFn,NoRidge,1Story,PConc,Attchd,8,1994,0.0,1624,5,1,757,3248,3.0,262000
Gd,Gd,No,Gd,RFn,CollgCr,2Story,PConc,Attchd,7,2002,95.0,1660,7,0,493,2491,2.5,195000
TA,TA,No,Gd,Fin,Gilbert,2Story,PConc,Attchd,7,1999,0.0,1804,7,1,442,2798,2.5,189000
TA,TA,Av,TA,Fin,Mitchel,1Story,CBlock,2Types,4,1961,149.0,1622,7,1,1356,2871,2.0,168000
Gd,Gd,No,Gd,Unf,Somerst,2Story,PConc,Detchd,8,1999,456.0,1441,5,0,492,2217,2.5,174000
TA,TA,Mn,Gd,Unf,OldTown,1.5Fin,PConc,Detchd,5,1925,0.0,1472,6,0,250,2174,1.0,125000
TA,Ex,No,TA,Fin,Mitchel,1Story,PConc,Attchd,6,1999,425.0,1224,5,0,402,2448,3.0,165000
TA,TA,No,TA,Fin,Sawyer,2Story,CBlock,Attchd,6,1969,143.0,1352,7,0,299,2015,1.5,158000
TA,Gd,No,Gd,Fin,Gilbert,2Story,PConc,Attchd,6,2005,0.0,1456,8,0,400,2184,2.5,176000
Gd,Gd,Av,Gd,Fin,Gilbert,2Story,PConc,BuiltIn,7,2006,0.0,1863,9,1,660,2742,2.5,219210
TA,TA,No,TA,Unf,OldTown,2.5Unf,BrkTil,Detchd,7,1916,0.0,1690,7,1,225,2505,1.0,144000
Gd,Gd,No,Gd,RFn,CollgCr,1Story,PConc,Attchd,7,2001,0.0,1212,6,0,573,2424,2.0,178000
TA,TA,No,TA,Unf,Sawyer,1Story,CBlock,Attchd,4,1963,51.0,1382,6,1,459,2433,1.5,148000
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Attchd,4,1970,0.0,864,5,0,280,1728,1.0,116050
TA,Gd,Av,Gd,RFn,CollgCr,2Story,PConc,Attchd,7,1998,0.0,1779,6,0,546,2645,2.5,197900
TA,TA,No,TA,Unf,BrkSide,1.5Fin,BrkTil,Detchd,5,1925,0.0,1348,5,1,216,2232,2.0,117000
Gd,Gd,No,Gd,Unf,CollgCr,1Story,PConc,Attchd,7,2000,171.0,1630,6,1,451,3260,2.0,213000
TA,Gd,No,TA,RFn,NWAmes,1Story,CBlock,Attchd,5,1975,0.0,1074,6,0,495,2130,2.5,153500
Gd,Gd,Mn,Gd,RFn,SawyerW,1Story,CBlock,Attchd,7,1990,234.0,2196,7,1,701,4354,2.0,271900
TA,TA,No,TA,Unf,SawyerW,1Story,CBlock,Detchd,4,1966,0.0,1056,5,0,384,2112,2.0,107000
Gd,Gd,Av,Gd,RFn,CollgCr,1Story,PConc,Attchd,6,2003,120.0,1700,7,0,544,3382,3.0,200000
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Detchd,5,1962,0.0,1283,6,0,506,2214,2.0,140000
Gd,Ex,Mn,Gd,RFn,Somerst,1Story,PConc,Attchd,8,2006,420.0,1660,8,1,500,3320,3.0,290000
Gd,Gd,No,Gd,RFn,SawyerW,2Story,PConc,Attchd,6,1992,0.0,1845,8,1,462,2900,2.5,189000
Gd,Gd,Av,TA,RFn,Gilbert,1.5Fin,Wood,Basment,8,1988,0.0,1752,8,0,492,2311,2.0,164000
TA,TA,No,TA,Unf,Edwards,1Story,CBlock,Attchd,4,1941,0.0,672,4,0,234,1344,2.0,113000
TA,TA,Av,TA,Unf,Sawyer,SLvl,CBlock,Attchd,4,1965,0.0,960,3,0,364,1608,1.5,145000
TA,TA,Av,TA,Unf,NAmes,SFoyer,CBlock,Attchd,5,1962,0.0,999,6,0,300,1924,2.0,134500
TA,TA,No,TA,RFn,Sawyer,1Story,CBlock,Detchd,5,1966,0.0,894,5,0,384,1788,1.0,125000
TA,NoBas,NoBas,TA,Unf,Sawyer,1.5Fin,Slab,Attchd,6,1978,0.0,1902,8,0,539,1902,2.0,112000
Gd,Gd,Mn,Gd,RFn,Somerst,1Story,PConc,Attchd,8,2009,72.0,1314,6,0,552,2614,3.0,229456
TA,NoBas,NoBas,TA,NoGar,BrkSide,1.5Fin,Slab,NoGar,4,1947,0.0,912,3,0,0,912,1.0,80500
TA,TA,No,TA,NoGar,BrDale,2Story,CBlock,NoGar,6,1971,236.0,1218,7,0,0,1890,1.5,91500
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Attchd,5,1964,0.0,912,5,0,288,1824,1.0,115000
TA,TA,No,TA,Unf,Sawyer,1Story,CBlock,Attchd,5,1968,0.0,1211,5,1,322,2163,1.0,134000
TA,TA,Mn,TA,Unf,NAmes,1.5Fin,CBlock,Attchd,6,1949,320.0,1846,7,1,315,2886,2.0,143000
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Detchd,5,1951,44.0,2136,7,0,528,4272,2.0,137900
Gd,Gd,Av,Gd,Fin,Gilbert,2Story,PConc,Attchd,7,2004,0.0,1490,8,1,388,2278,3.5,184000
TA,TA,Av,TA,RFn,NAmes,SLvl,CBlock,Attchd,6,1958,63.0,1138,6,0,264,1726,1.5,145000
Gd,Gd,Mn,Gd,Fin,Somerst,2Story,PConc,BuiltIn,6,2007,74.0,1933,9,1,668,2827,2.5,214000
TA,TA,No,Gd,Unf,NAmes,1Story,CBlock,Detchd,5,1965,300.0,912,5,0,576,1824,2.0,147000
Ex,Ex,No,Ex,Fin,NridgHt,1Story,PConc,Attchd,9,2008,766.0,1702,7,1,1052,3404,2.5,367294
TA,TA,No,TA,Unf,NAmes,SLvl,CBlock,Basment,5,1960,0.0,1507,7,0,404,2582,2.0,127000
TA,Gd,No,TA,RFn,Sawyer,1.5Fin,CBlock,BuiltIn,5,1977,1.0,2620,12,1,600,3981,3.0,190000
TA,TA,Av,TA,Unf,NAmes,SLvl,CBlock,Attchd,5,1962,120.0,1190,6,0,540,2296,2.0,132500
TA,NoBas,NoBas,TA,Unf,NAmes,1Story,Slab,CarPort,4,1962,0.0,1224,6,0,462,1224,2.0,101800
TA,TA,No,TA,RFn,NAmes,1Story,CBlock,Attchd,5,1959,180.0,1188,6,0,531,2376,2.0,142000
TA,TA,Av,TA,NoGar,SWISU,2Story,PConc,NoGar,5,1911,0.0,1964,7,0,0,2904,1.5,130000
TA,Gd,Mn,TA,Unf,Crawfor,2Story,BrkTil,Detchd,5,1914,0.0,1784,9,0,180,2531,1.5,138887
Gd,Gd,No,Gd,RFn,NridgHt,2Story,PConc,BuiltIn,7,2003,106.0,1626,6,0,474,2390,2.5,175500
Gd,Gd,No,Gd,Fin,CollgCr,2Story,PConc,BuiltIn,7,2004,0.0,1948,8,1,434,2795,2.5,195000
Gd,Gd,No,TA,Unf,SawyerW,1Story,PConc,Detchd,6,2005,0.0,1141,6,0,484,2282,1.5,142500
Gd,Gd,Av,Ex,RFn,Timber,1Story,PConc,Attchd,8,2006,32.0,1484,6,1,472,2960,2.0,265900
Gd,Gd,No,Gd,RFn,CollgCr,2Story,PConc,Attchd,7,2003,252.0,1768,8,0,543,2652,3.5,224900
Gd,Gd,Av,Gd,RFn,Somerst,1Story,PConc,Attchd,7,2007,0.0,1689,7,0,954,3378,2.0,248328
TA,Gd,Gd,Gd,RFn,NWAmes,SFoyer,CBlock,Attchd,7,1974,81.0,1173,6,2,528,2226,3.0,170000
Ex,Ex,Gd,Ex,Fin,NridgHt,1Story,PConc,Attchd,10,2006,0.0,2076,7,1,850,4152,3.5,465000
TA,Gd,No,Gd,Unf,Crawfor,2Story,PConc,Detchd,8,1929,0.0,1517,7,2,400,2309,1.0,230000
TA,Gd,No,TA,Fin,NWAmes,SLvl,CBlock,BuiltIn,6,1984,74.0,1868,7,1,477,2453,3.5,178000
Gd,Gd,No,Gd,RFn,Somerst,2Story,PConc,Attchd,7,2005,0.0,1553,6,0,615,2309,2.5,186500
TA,TA,Av,TA,Unf,Mitchel,SLvl,CBlock,Attchd,6,1976,335.0,1034,6,0,888,2046,2.0,169900
TA,Gd,No,TA,Unf,OldTown,2.5Unf,BrkTil,Detchd,6,1917,0.0,2058,8,1,396,2793,1.5,129500
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Attchd,5,1950,0.0,988,6,0,276,1864,1.0,119000
Gd,TA,No,Ex,Fin,NAmes,1Story,CBlock,Attchd,7,1968,0.0,2110,8,2,522,4220,3.5,244000
Gd,Gd,No,Gd,RFn,NridgHt,1Story,PConc,Attchd,7,2003,163.0,1405,6,1,478,2810,2.0,171750
TA,TA,No,TA,RFn,Mitchel,1Story,CBlock,Attchd,5,1968,0.0,874,5,0,288,1738,2.0,130000
Gd,TA,Gd,Gd,RFn,Veenker,2Story,CBlock,Attchd,7,1974,0.0,2167,9,2,518,3359,3.5,294000
Gd,Gd,No,Gd,Fin,Edwards,2Story,PConc,BuiltIn,7,2003,92.0,1656,7,1,397,2402,2.5,165400
TA,TA,No,TA,Unf,BrkSide,1.5Fin,BrkTil,Detchd,6,1931,0.0,1367,6,1,560,2251,1.0,127500
Gd,Gd,Gd,Gd,Fin,NoRidge,1Story,PConc,Attchd,8,1994,554.0,1987,7,1,691,3973,3.0,301500
TA,Fa,No,TA,NoGar,Edwards,1Story,PConc,NoGar,5,1922,0.0,864,4,0,0,1728,1.0,99900
Gd,Gd,Gd,Gd,Fin,Gilbert,SLvl,PConc,Attchd,7,2005,182.0,1166,5,0,400,2022,3.0,190000
TA,Gd,No,TA,Unf,NAmes,1Story,CBlock,Attchd,6,1969,0.0,1054,6,0,460,2108,2.5,151000
TA,Gd,No,TA,Fin,Gilbert,2Story,PConc,BuiltIn,6,1999,0.0,1675,7,1,502,2516,2.5,181000
TA,TA,No,TA,Unf,NAmes,1Story,CBlock,Attchd,5,1956,0.0,1050,5,0,338,2100,1.0,128900
TA,TA,Av,TA,Unf,ClearCr,1.5Fin,CBlock,Attchd,4,1957,0.0,1788,8,2,304,2892,2.0,161500
TA,TA,No,TA,Unf,BrkSide,2Story,PConc,Detchd,6,1919,0.0,1824,8,1,520,2588,1.0,180500
Gd,Gd,No,Gd,Fin,NAmes,1Story,PConc,Attchd,6,1998,0.0,1337,5,0,511,2742,3.0,181000
Gd,Gd,No,Gd,Unf,Somerst,2Story,PConc,Detchd,7,1999,218.0,1452,6,0,506,2143,3.5,183900
Fa,TA,No,TA,Unf,OldTown,2.5Unf,CBlock,Detchd,7,1910,0.0,1889,9,1,308,2814,1.5,122000
Ex,Ex,Gd,Ex,Fin,Timber,1Story,PConc,Attchd,9,2008,0.0,2018,10,1,746,4020,2.0,378500
TA,TA,Mn,Gd,Unf,Crawfor,1.5Fin,CBlock,BuiltIn,8,1935,632.0,3447,11,2,1014,4175,3.5,381000
TA,TA,No,TA,Unf,NAmes,1.5Fin,CBlock,Attchd,5,1958,180.0,1524,7,0,315,2398,1.5,144000
Gd,Gd,Gd,Gd,Fin,ClearCr,1Story,PConc,Attchd,7,1979,0.0,1524,4,1,586,2856,2.5,260000
TA,TA,No,Gd,RFn,NWAmes,1Story,CBlock,Attchd,6,1968,0.0,1489,7,1,462,2978,2.0,185750
TA,TA,No,TA,Unf,Sawyer,1Story,CBlock,Attchd,5,1965,114.0,935,5,0,288,1870,2.0,137000
TA,TA,Av,Ex,RFn,Edwards,SLvl,CBlock,Basment,6,1959,84.0,1357,5,1,312,2376,2.0,177000
TA,TA,No,TA,Unf,Crawfor,1.5Fin,PConc,Detchd,5,1910,0.0,1250,8,1,552,1911,2.0,139000
TA,TA,No,TA,Unf,NAmes,2Story,CBlock,Detchd,5,1948,567.0,1920,10,0,400,2848,2.0,137000
TA,TA,No,TA,Unf,NWAmes,2Story,CBlock,Attchd,6,1972,0.0,1395,6,1,497,2118,2.0,162000
TA,Gd,Av,TA,RFn,NWAmes,SLvl,CBlock,Attchd,6,1967,359.0,1724,7,1,480,3404,2.5,197900
Gd,Gd,No,Gd,RFn,CollgCr,2Story,PConc,Attchd,8,2002,0.0,2031,7,1,577,3159,3.5,237000
TA,TA,No,TA,RFn,IDOTRR,1.5Fin,CBlock,Detchd,4,1920,0.0,1128,6,0,528,1826,1.0,68400
